,frame,x,y,state,interpolation,track
82,53,1221.96,188.176,4,,288
87,54,1234.46,179.73,4,,288
92,55,1243.24,177.703,4,,288
97,56,1253.72,176.351,4,,288
102,57,1262.16,171.284,4,,288
107,58,1261.82,162.5,4,,288
112,59,1260.14,154.054,4,,288
117,60,1252.02,141.246,4,I,288
122,61,1243.72,130.835,4,I,288
127,62,1234.65,120.554,4,I,288
132,63,1223.97,113.554,4,I,288
137,64,1214.4,108.378,4,I,288
142,65,1205.48,105.958,4,I,288
147,66,1197.39,103.733,4,I,288
152,67,1193.24,102.365,7,,288
157,68,1197.97,98.6486,7,,288
2,37,1139.53,332.432,4,,289
7,38,1143.57,332.546,4,I,289
12,39,1146.63,333.144,4,I,289
17,40,1149.26,333.417,4,I,289
22,41,1155.07,335.473,4,,289
27,42,1169.47,328.233,4,I,289
32,43,1180.41,332.432,4,,289
37,44,1190.33,324.095,4,I,289
42,45,1202.07,317.857,4,I,289
47,46,1211.1,303.845,4,I,289
52,47,1215.2,293.243,4,,289
57,48,1208.23,280.6,4,I,289
62,49,1210.13,271.094,4,I,289
67,50,1223.81,262.73,4,I,289
72,51,1241.88,261.804,4,I,289
77,52,1257.67,253.323,4,I,289
82,53,1265.14,237.377,4,I,289
87,54,1274.32,223.986,4,,289
92,55,1285.18,210.993,4,I,289
97,56,1293.73,192.42,4,I,289
102,57,1303.38,179.392,4,,289
107,58,1311.89,165.866,4,I,289
112,59,1315.88,154.73,4,,289
117,60,1318.37,148.956,4,I,289
122,61,1319.26,131.419,4,,289
127,62,1318.21,115.828,4,I,289
132,63,1305.74,115.203,4,,289
137,64,1297.27,112.019,4,I,289
142,65,1286.22,119.588,4,I,289
147,66,1277.36,133.446,4,,289
152,67,1266.47,142.122,4,I,289
157,68,1255.74,142.568,4,,289
162,69,1243.3,140.772,4,I,289
167,70,1236.44,141.644,4,I,289
172,71,1230.05,145.258,4,I,289
177,72,1226.47,152.355,4,I,289
182,73,1222.3,157.77,4,,289
187,74,1219.93,161.824,7,,289
2,83,1191.34,925.286,4,,290
7,84,1191.61,926.681,4,I,290
12,85,1190.44,925.696,4,I,290
17,86,1190.28,923.698,4,I,290
22,87,1189.11,922.567,4,I,290
27,88,1186.87,919.941,4,I,290
32,89,1185.02,917.143,4,,290
37,90,1185.12,916.072,4,I,290
42,91,1185.7,913.564,4,I,290
47,92,1187.12,909.582,4,I,290
52,93,1192.43,900.378,4,I,290
57,94,1195.92,897.694,4,I,290
62,95,1195.49,896.699,4,I,290
67,96,1195.17,895.41,4,I,290
72,97,1196.55,894.959,4,I,290
77,98,1197.68,895.245,4,I,290
82,99,1197.67,897.423,4,I,290
87,100,1196.36,901.961,4,I,290
92,101,1195.49,904.846,4,,290
97,102,1197.37,906.726,4,I,290
102,103,1199.53,909.44,4,I,290
107,104,1200.42,912.247,4,I,290
112,105,1200.37,914.786,4,I,290
117,106,1200.41,917.168,4,I,290
122,107,1202.31,920.799,4,,290
127,108,1201.55,918.227,4,I,290
132,109,1201.8,913.993,4,I,290
137,110,1202.55,909.45,4,I,290
142,111,1203.3,905.843,4,,290
147,112,1204.48,902.494,4,I,290
152,113,1204.17,900.263,4,I,290
157,114,1203.78,898.786,4,I,290
162,115,1204.13,897.083,4,I,290
167,116,1205.21,894.85,4,I,290
172,117,1204.47,894.875,4,,290
177,118,1203.9,896.896,4,I,290
182,119,1202.29,899.756,4,I,290
187,120,1201.13,902.437,4,I,290
192,121,1200.69,905.089,4,I,290
197,122,1200.79,908.732,4,I,290
202,123,1200.64,916.312,4,,290
207,124,1199.14,921.183,4,I,290
212,125,1198.36,926.852,4,I,290
217,126,1198.11,932.978,4,I,290
222,127,1199.18,935.596,4,I,290
227,128,1199.43,936.308,4,I,290
232,129,1199.3,937.34,4,I,290
237,130,1198.78,938.643,4,I,290
242,131,1198.15,938.746,4,,290
247,132,1198.16,938.726,4,I,290
252,133,1197.82,939.906,4,I,290
257,134,1197.28,941.242,4,I,290
262,135,1196.66,941.738,4,,290
267,136,1196.8,944.776,4,I,290
272,137,1196.72,948.443,4,I,290
277,138,1196.85,951.978,4,I,290
282,139,1197.49,955.863,4,,290
287,140,1198.95,960.962,4,I,290
292,141,1198.96,963.869,4,I,290
297,142,1198.87,965.337,4,I,290
302,143,1197.32,966.0,4,,290
307,144,1197.65,967.163,4,,290
312,145,1196.66,967.386,4,I,290
317,146,1196.16,952.207,7,,290
2,83,1202.89,927.048,4,I,291
7,84,1207.37,928.301,4,I,291
12,85,1211.06,928.999,4,I,291
17,86,1213.27,930.77,4,,291
22,87,1215.8,931.746,4,I,291
27,88,1216.0,933.228,4,I,291
32,89,1217.32,935.617,4,I,291
37,90,1219.63,940.816,4,I,291
42,91,1220.92,945.892,4,,291
47,92,1220.35,949.829,4,I,291
52,93,1218.44,951.919,4,I,291
57,94,1216.18,953.805,4,I,291
62,95,1210.23,957.272,4,I,291
67,96,1203.0,960.88,4,I,291
72,97,1198.6,962.088,4,I,291
77,98,1196.18,961.197,4,I,291
82,99,1194.06,959.768,4,I,291
87,100,1192.17,960.516,4,,291
92,101,1189.32,962.126,4,I,291
97,102,1185.16,964.401,4,I,291
102,103,1178.69,967.518,4,I,291
107,104,1170.2,970.942,4,I,291
112,105,1163.25,972.813,4,,291
117,106,1156.99,974.547,4,I,291
122,107,1153.3,977.108,4,I,291
127,108,1150.57,980.751,4,I,291
132,109,1148.62,984.563,4,I,291
137,110,1149.54,984.882,4,I,291
142,111,1148.75,984.349,4,I,291
147,112,1146.9,984.001,4,I,291
152,113,1144.42,983.135,4,I,291
157,114,1140.65,981.122,4,,291
162,115,1138.02,980.719,4,I,291
167,116,1135.78,981.638,4,I,291
172,117,1133.63,983.26,4,I,291
177,118,1132.05,984.311,4,I,291
182,119,1130.68,985.036,4,I,291
187,120,1129.36,985.568,4,I,291
192,121,1127.86,985.941,4,,291
197,122,1127.48,986.578,4,I,291
202,123,1127.02,986.444,4,I,291
207,124,1126.35,985.79,4,I,291
212,125,1124.9,984.605,4,I,291
217,126,1122.84,983.183,4,I,291
222,127,1120.94,980.974,4,I,291
227,128,1119.09,978.385,4,I,291
232,129,1117.06,976.801,4,,291
237,130,1116.92,977.304,4,I,291
242,131,1116.94,977.162,4,I,291
247,132,1114.76,975.86,4,I,291
252,133,1111.48,974.193,4,I,291
257,134,1112.05,973.68,4,I,291
262,135,1110.58,971.484,4,,291
267,136,1106.56,967.356,4,I,291
272,137,1103.81,963.899,4,I,291
277,138,1101.25,959.771,4,I,291
282,139,1097.27,951.299,4,I,291
287,140,1096.96,946.373,4,I,291
292,141,1096.97,942.568,4,I,291
297,142,1096.51,939.446,4,I,291
302,143,1095.71,935.9,4,I,291
307,144,1096.22,931.476,4,I,291
312,145,1095.64,927.271,4,I,291
317,146,1094.24,923.437,4,I,291
322,147,1092.73,919.615,4,I,291
327,148,1091.13,914.817,4,,291
332,149,1089.73,910.18,4,I,291
337,150,1090.06,906.256,4,I,291
342,151,1090.06,902.406,4,I,291
347,152,1087.64,898.032,4,,291
352,153,1085.74,895.781,4,I,291
357,154,1085.46,893.197,4,I,291
362,155,1086.35,890.129,4,I,291
0,81,1256.03,998.457,2,,292
5,82,1257.48,992.422,4,,292
10,83,1255.93,989.238,4,I,292
15,84,1257.29,987.484,4,I,292
20,85,1256.94,985.719,4,I,292
25,86,1254.71,985.322,4,I,292
30,87,1253.19,983.084,4,I,292
35,88,1252.56,977.293,4,I,292
40,89,1253.16,973.359,4,I,292
45,90,1256.03,970.083,4,I,292
50,91,1259.53,964.285,4,I,292
55,92,1262.97,958.987,4,I,292
60,93,1265.76,955.991,4,I,292
65,94,1266.29,954.7,4,,292
70,95,1267.7,953.681,4,I,292
75,96,1272.79,952.818,4,I,292
80,97,1279.2,953.201,4,I,292
85,98,1283.97,953.707,4,I,292
90,99,1283.97,953.904,4,I,292
95,100,1284.59,952.64,4,I,292
100,101,1287.28,948.587,4,I,292
105,102,1288.72,946.723,4,,292
110,103,1289.22,945.56,4,,292
115,104,1291.38,945.853,4,I,292
120,105,1295.07,945.597,4,I,292
125,106,1298.37,946.845,4,I,292
130,107,1301.72,947.325,4,I,292
135,108,1305.21,947.4,4,I,292
140,109,1307.66,948.717,4,,292
145,110,1308.27,949.3,4,I,292
150,111,1306.35,949.726,4,I,292
155,112,1305.21,950.421,4,I,292
160,113,1304.77,951.417,4,I,292
165,114,1304.34,952.872,4,,292
170,115,1305.05,953.281,4,I,292
175,116,1307.59,951.897,4,I,292
180,117,1308.99,949.88,4,,292
185,118,1309.94,950.167,4,I,292
190,119,1311.98,951.044,4,,292
195,120,1314.92,952.498,4,I,292
200,121,1314.72,953.51,4,I,292
205,122,1315.25,955.017,4,I,292
210,123,1314.81,955.032,7,,292
0,81,1249.59,1008.22,2,,293
5,82,1248.67,1012.2,4,,293
10,83,1248.73,1016.08,4,I,293
15,84,1248.98,1022.57,4,I,293
20,85,1245.28,1024.34,4,I,293
25,86,1242.54,1026.35,4,I,293
30,87,1243.4,1032.12,4,I,293
35,88,1243.17,1037.74,4,I,293
40,89,1243.0,1038.98,11,I,293
45,90,1245.84,1039.02,11,I,293
50,91,1249.45,1039.06,11,I,293
55,92,1253.34,1039.08,11,I,293
60,93,1257.06,1039.1,11,I,293
65,94,1260.13,1039.11,11,I,293
70,95,1261.57,1039.05,11,I,293
75,96,1259.49,1038.47,11,I,293
80,97,1257.64,1037.96,11,,293
85,98,1259.38,1037.58,11,I,293
90,99,1261.2,1037.47,11,I,293
95,100,1263.46,1037.46,12,,293
100,101,1262.84,1035.78,4,I,293
105,102,1263.06,1034.51,4,I,293
110,103,1263.29,1033.47,4,,293
115,104,1265.4,1032.77,4,I,293
120,105,1266.23,1029.64,4,I,293
125,106,1266.78,1027.65,4,,293
130,107,1267.45,1020.17,4,,293
135,108,1269.91,1017.28,4,I,293
140,109,1272.61,1012.65,4,I,293
145,110,1274.37,1009.35,4,I,293
150,111,1275.62,1006.55,4,I,293
155,112,1276.92,1001.89,4,,293
160,113,1276.55,1001.13,4,I,293
165,114,1276.5,1000.06,4,I,293
170,115,1276.7,999.151,4,I,293
175,116,1276.75,999.621,4,I,293
180,117,1275.43,1003.72,4,,293
185,118,1273.84,1009.39,4,I,293
190,119,1271.52,1013.67,4,I,293
195,120,1268.86,1019.01,4,I,293
200,121,1266.3,1024.55,4,I,293
205,122,1264.32,1029.2,4,I,293
210,123,1263.46,1034.13,4,,293
215,124,1261.47,1037.96,4,,293
220,125,1261.13,1039.45,11,,293
2,69,1347.16,898.505,4,,294
7,70,1321.35,901.206,4,,294
12,71,1308.42,907.985,4,I,294
17,72,1299.59,916.362,4,,294
22,73,1279.36,918.416,4,I,294
27,74,1264.97,915.048,4,I,294
32,75,1257.56,908.08,4,I,294
37,76,1256.82,894.523,4,I,294
42,77,1261.87,887.055,4,I,294
47,78,1263.03,876.152,4,I,294
52,79,1265.51,862.631,4,I,294
57,80,1269.2,850.277,4,I,294
62,81,1275.87,838.498,4,I,294
67,82,1286.64,828.503,4,I,294
72,83,1296.49,823.278,4,I,294
77,84,1308.22,821.875,4,I,294
82,85,1324.37,822.431,4,I,294
87,86,1338.57,826.228,4,I,294
92,87,1349.04,823.69,4,I,294
97,88,1357.66,817.028,4,,294
102,89,1370.48,810.108,4,I,294
107,90,1384.37,795.871,4,,294
2,69,1365.16,902.407,4,,295
7,70,1337.25,895.204,4,,295
12,71,1343.11,893.704,4,,295
17,72,1350.33,897.888,4,I,295
22,73,1360.21,902.107,4,,295
27,74,1366.36,904.357,4,,295
32,75,1377.06,901.74,4,I,295
37,76,1390.06,896.691,4,I,295
1,69,1348.21,819.579,4,,296
6,70,1349.86,811.302,4,I,296
11,71,1357.23,809.482,4,I,296
16,72,1363.62,805.489,4,I,296
21,73,1365.73,796.878,4,I,296
26,74,1370.05,790.041,4,I,296
31,75,1374.38,786.071,4,I,296
36,76,1380.46,783.848,4,I,296
41,77,1388.75,784.208,4,I,296
1,69,1339.36,827.531,4,,297
6,70,1345.66,829.782,4,,297
11,71,1351.57,832.167,4,I,297
16,72,1360.76,835.791,4,I,297
21,73,1364.41,840.586,4,,297
26,74,1368.17,848.238,4,,297
31,75,1377.32,850.189,4,,297
36,76,1379.12,853.34,4,,297
41,77,1382.28,856.986,4,I,297
46,78,1383.6,862.729,4,I,297
51,79,1385.54,866.752,4,I,297
56,80,1387.13,868.168,4,I,297
61,81,1388.69,868.012,4,I,297
66,82,1388.52,866.148,4,I,297
71,83,1384.76,862.975,4,I,297
76,84,1377.92,862.343,4,,297
81,85,1372.07,860.693,4,,297
86,86,1368.62,858.142,4,,297
91,87,1365.36,855.792,4,I,297
96,88,1360.39,852.394,4,I,297
101,89,1353.72,849.575,4,I,297
106,90,1345.6,847.343,4,I,297
111,91,1337.24,845.382,4,I,297
116,92,1329.64,842.971,4,I,297
121,93,1322.7,838.635,4,,297
126,94,1315.65,839.235,4,,297
131,95,1307.69,841.336,4,,297
136,96,1299.78,838.514,4,I,297
141,97,1292.49,836.927,4,I,297
146,98,1284.1,834.61,4,I,297
151,99,1272.88,829.632,4,,297
156,100,1261.44,833.052,4,I,297
161,101,1254.93,833.859,4,I,297
166,102,1245.92,834.488,4,I,297
171,103,1234.91,835.962,4,I,297
176,104,1223.69,838.623,4,I,297
181,105,1243.77,832.483,7,,297
3,155,460.705,630.756,4,,298
3,155,464.63,642.528,4,,299
4,38,640.625,821.286,4,,300
9,39,637.33,820.501,4,I,300
14,40,634.818,827.443,4,I,300
19,41,633.372,827.752,4,,300
24,42,638.152,829.342,4,I,300
29,43,644.964,830.772,4,I,300
34,44,645.779,831.898,4,I,300
39,45,645.919,833.765,4,I,300
44,46,646.741,835.853,4,I,300
49,47,648.719,837.243,4,I,300
54,48,652.093,836.835,4,I,300
59,49,657.334,833.147,4,I,300
64,50,658.213,832.632,4,I,300
69,51,661.861,830.108,4,I,300
74,52,667.12,826.444,4,,300
79,53,666.074,823.828,4,,300
84,54,666.859,821.735,4,,300
89,55,663.196,823.566,4,,300
94,56,657.964,828.014,4,,300
99,57,653.62,834.356,4,I,300
104,58,650.043,841.728,4,I,300
109,59,647.097,849.549,4,I,300
114,60,645.462,851.849,4,I,300
119,61,644.255,857.233,4,I,300
124,62,642.674,864.118,4,I,300
129,63,642.84,869.495,4,I,300
134,64,644.958,876.582,4,I,300
139,65,647.237,881.122,4,,300
144,66,646.188,884.357,4,I,300
149,67,644.872,888.206,4,I,300
154,68,644.227,890.73,4,I,300
159,69,641.482,896.034,4,,300
164,70,638.675,899.423,4,I,300
169,71,637.459,901.004,4,I,300
174,72,634.03,902.649,4,I,300
179,73,629.747,901.482,4,I,300
184,74,630.232,902.051,7,,300
4,38,661.622,820.192,4,,301
9,39,669.933,817.786,4,,301
14,40,673.093,818.816,4,I,301
19,41,675.182,814.724,4,,301
24,42,678.036,807.748,4,I,301
29,43,680.201,799.759,4,,301
34,44,680.463,794.789,4,,301
39,45,676.831,790.888,4,I,301
44,46,672.091,788.771,4,,301
49,47,668.473,787.841,4,I,301
54,48,660.867,788.343,4,I,301
59,49,653.485,792.605,4,I,301
64,50,647.112,792.013,4,I,301
69,51,647.299,789.611,4,I,301
74,52,646.452,788.771,4,,301
79,53,652.382,789.646,4,I,301
84,54,662.673,789.556,4,,301
89,55,667.905,790.341,4,,301
94,56,674.445,789.556,4,,301
99,57,681.509,784.586,4,,301
104,58,688.551,781.879,4,I,301
109,59,697.468,777.522,4,,301
114,60,704.27,771.766,4,,301
119,61,708.717,768.104,4,,301
124,62,709.2,764.93,4,I,301
129,63,713.016,761.584,4,I,301
134,64,713.89,757.907,4,I,301
139,65,718.58,753.897,4,I,301
144,66,721.013,747.436,4,,301
149,67,719.739,740.764,4,I,301
154,68,717.579,735.678,4,I,301
159,69,716.827,730.17,4,,301
164,70,718.397,725.984,4,,301
169,71,722.321,722.321,4,,301
174,72,726.244,717.961,4,I,301
179,73,726.229,715.7,4,I,301
184,74,724.152,714.473,7,,301
1,40,681.744,905.929,4,,302
6,41,674.963,906.148,4,,302
11,42,673.859,909.568,4,I,302
16,43,672.499,909.906,4,I,302
21,44,670.326,909.627,4,I,302
26,45,668.428,907.71,4,I,302
31,46,666.534,904.361,4,I,302
36,47,664.168,900.976,4,I,302
41,48,661.201,897.972,4,I,302
46,49,657.873,896.181,4,I,302
51,50,652.433,893.001,4,I,302
56,51,651.314,889.994,4,I,302
61,52,651.745,884.574,4,I,302
66,53,648.721,878.445,4,I,302
71,54,646.818,873.214,4,I,302
76,55,647.289,868.556,4,I,302
81,56,653.116,867.928,4,I,302
86,57,656.813,870.054,4,I,302
91,58,661.846,874.414,4,I,302
96,59,668.769,876.69,4,I,302
101,60,672.675,874.238,4,I,302
106,61,673.827,876.995,4,I,302
111,62,674.636,881.093,4,I,302
116,63,676.599,884.514,4,I,302
121,64,677.157,886.785,4,I,302
126,65,677.871,889.91,4,I,302
131,66,679.122,890.984,4,I,302
136,67,679.278,888.832,4,I,302
141,68,682.2,887.91,4,I,302
146,69,686.759,885.648,4,I,302
151,70,690.875,879.756,4,I,302
156,71,690.212,869.724,4,I,302
161,72,690.393,863.767,4,I,302
166,73,687.759,854.209,4,I,302
171,74,685.844,846.906,4,I,302
176,75,683.602,838.478,7,,302
1,40,685.243,914.241,4,,303
6,41,687.593,914.379,4,I,303
11,42,686.881,912.024,4,I,303
16,43,686.324,911.733,4,I,303
21,44,685.448,911.766,4,I,303
26,45,685.695,911.992,4,,303
31,46,689.881,909.9,4,,303
36,47,692.168,909.592,4,I,303
41,48,694.492,916.733,4,I,303
46,49,695.298,918.02,4,I,303
51,50,695.591,918.869,4,I,303
56,51,696.159,921.149,4,,303
61,52,695.636,922.457,4,,303
66,53,697.991,922.195,4,,303
71,54,698.926,922.648,4,I,303
76,55,697.962,923.375,4,I,303
81,56,695.375,924.288,4,,303
86,57,694.617,925.411,4,I,303
91,58,687.878,929.164,4,I,303
96,59,681.02,931.959,4,I,303
101,60,671.424,934.974,4,I,303
106,61,663.667,935.78,4,I,303
111,62,662.299,935.783,4,I,303
116,63,660.773,936.12,4,I,303
121,64,656.375,937.798,4,I,303
126,65,649.978,936.776,4,I,303
131,66,646.44,935.274,4,I,303
136,67,644.969,936.857,4,I,303
141,68,644.258,937.771,4,I,303
146,69,641.552,938.031,4,I,303
151,70,636.203,938.23,4,I,303
156,71,631.279,939.985,4,,303
161,72,627.216,942.893,4,I,303
166,73,635.465,942.602,7,,303
3,82,930.863,914.897,10,,305
8,83,939.393,894.337,10,,305
13,84,933.269,881.87,10,,305
18,85,931.035,878.425,10,I,305
23,86,924.648,871.712,10,I,305
28,87,911.213,870.194,10,I,305
33,88,899.212,868.931,10,I,305
38,89,891.275,869.841,10,,305
43,90,885.37,868.31,10,,305
48,91,880.121,865.029,10,,305
53,92,883.402,861.311,10,,305
58,93,893.888,861.914,10,I,305
63,94,903.742,859.124,10,,305
68,95,911.81,853.56,10,I,305
73,96,918.655,849.01,10,I,305
78,97,926.606,845.208,10,I,305
83,98,931.738,844.47,10,,305
88,99,939.612,840.533,10,,305
93,100,950.548,835.502,10,,305
98,101,957.547,832.659,10,,305
103,102,964.652,832.461,10,I,305
108,103,967.608,832.44,10,,305
113,104,972.638,830.909,10,,305
118,105,980.096,825.93,10,I,305
123,106,986.417,822.792,10,I,305
128,107,989.742,818.62,10,I,305
133,108,990.207,813.55,10,I,305
138,109,991.49,809.757,10,I,305
143,110,991.043,807.87,10,I,305
148,111,951.86,836.815,7,,305
3,82,713.676,874.434,4,,306
8,83,720.859,884.359,4,I,306
13,84,735.437,881.845,4,I,306
18,85,748.425,875.244,4,I,306
23,86,763.763,870.278,4,,306
28,87,778.901,859.33,4,I,306
33,88,784.978,857.812,4,,306
38,89,789.677,862.018,4,I,306
43,90,792.035,871.425,4,I,306
48,91,799.92,879.3,4,I,306
53,92,808.072,879.906,4,I,306
58,93,817.349,877.715,4,,306
63,94,830.909,876.84,4,,306
68,95,838.564,875.965,4,,306
73,96,849.719,882.527,4,,306
78,97,862.644,883.407,4,I,306
83,98,881.143,873.834,4,I,306
88,99,898.314,865.933,4,I,306
93,100,909.528,860.423,4,I,306
98,101,921.982,852.737,4,I,306
103,102,936.331,847.969,4,,306
108,103,946.611,852.562,4,,306
113,104,959.234,856.395,4,I,306
118,105,969.944,859.212,4,I,306
123,106,978.88,863.105,4,I,306
128,107,982.931,869.693,4,I,306
133,108,984.23,877.934,4,,306
3,82,725.268,865.467,4,,307
8,83,741.672,875.09,4,,307
13,84,749.566,882.322,4,I,307
18,85,751.929,884.605,4,I,307
23,86,748.669,886.819,4,I,307
28,87,746.047,886.245,4,,307
33,88,746.484,880.996,4,,307
38,89,762.013,875.746,4,,307
43,90,780.256,879.134,4,I,307
48,91,796.571,877.715,4,,307
53,92,816.378,865.339,4,I,307
58,93,831.784,854.093,4,,307
63,94,843.065,842.854,4,I,307
68,95,853.941,830.409,4,I,307
73,96,868.051,821.735,4,I,307
78,97,883.017,815.953,4,I,307
83,98,891.003,814.615,4,I,307
88,99,894.872,817.699,4,I,307
93,100,899.838,825.739,4,I,307
98,101,897.836,833.997,4,I,307
103,102,887.81,845.022,4,I,307
108,103,877.967,856.09,4,I,307
113,104,865.537,864.987,4,I,307
118,105,855.2,873.324,4,I,307
123,106,846.732,882.186,4,I,307
128,107,840.67,888.358,4,I,307
133,108,837.984,893.036,4,I,307
138,109,844.992,896.973,4,I,307
143,110,853.053,900.468,4,I,307
148,111,857.154,904.02,4,I,307
153,112,861.748,907.46,4,,307
158,113,867.945,911.705,4,I,307
163,114,872.22,915.874,4,I,307
168,115,876.322,924.829,4,I,307
173,116,881.284,931.325,4,I,307
178,117,883.483,934.465,4,I,307
183,118,884.235,938.3,4,I,307
0,67,716.866,926.4,2,,308
5,68,708.274,935.382,4,,308
10,69,713.937,940.46,4,,308
15,70,723.574,946.951,4,I,308
20,71,718.038,955.887,4,,308
25,72,717.452,961.745,4,,308
30,73,721.503,969.644,4,I,308
35,74,729.364,981.468,4,,308
40,75,738.778,991.856,4,I,308
45,76,746.753,1001.02,4,I,308
50,77,750.362,1006.31,4,I,308
55,78,753.729,1013.06,4,I,308
60,79,755.128,1021.47,4,I,308
65,80,758.226,1028.33,4,I,308
70,81,763.538,1036.34,4,,308
75,82,770.958,1038.29,4,,308
0,67,729.364,929.524,2,,309
5,68,726.044,927.181,4,,309
10,69,729.559,924.095,4,I,309
15,70,734.62,919.422,4,I,309
20,71,737.802,916.223,4,I,309
25,72,745.265,910.162,4,I,309
30,73,764.498,915.865,4,I,309
35,74,771.452,925.598,4,I,309
40,75,777.976,935.292,4,I,309
45,76,783.134,941.67,4,I,309
50,77,777.986,955.897,4,I,309
55,78,773.497,970.923,4,,309
60,79,768.772,978.763,4,I,309
65,80,764.365,985.754,4,I,309
70,81,763.426,993.244,4,I,309
75,82,761.975,1002.17,4,,309
80,83,759.632,1006.66,4,,309
85,84,755.093,1012.78,4,I,309
90,85,750.845,1018.57,4,,309
95,86,750.063,1025.02,4,,309
100,87,752.602,1030.09,4,,309
105,88,756.898,1035.36,4,,309
110,89,757.933,1039.23,11,I,309
115,90,752.248,1039.0,11,I,309
120,91,744.759,1038.64,11,I,309
125,92,736.65,1038.25,11,I,309
130,93,729.106,1037.87,11,I,309
135,94,723.311,1037.59,11,I,309
140,95,721.539,1037.88,4,I,309
145,96,717.061,1038.88,4,,309
150,97,717.045,1038.98,4,I,309
155,98,717.264,1039.09,4,I,309
160,99,717.468,1039.2,4,I,309
165,100,715.695,1039.47,4,,309
3,56,736.972,835.077,4,,310
8,57,734.094,821.997,4,,310
13,58,724.186,818.024,4,I,310
18,59,711.345,826.775,4,I,310
23,60,708.194,833.246,4,,310
28,61,721.536,837.694,4,,310
33,62,732.229,827.738,4,I,310
38,63,742.71,821.226,4,I,310
43,64,758.162,821.473,4,,310
48,65,766.883,822.116,4,I,310
53,66,777.784,824.09,4,,310
58,67,788.248,829.845,4,,310
63,68,799.276,828.125,4,I,310
68,69,804.316,827.376,4,I,310
73,70,811.679,835.732,4,I,310
78,71,820.346,841.394,4,I,310
83,72,829.511,847.863,4,I,310
88,73,837.219,857.07,4,I,310
93,74,841.068,870.519,4,I,310
98,75,846.405,883.008,4,I,310
103,76,846.065,890.802,4,,310
108,77,849.728,902.051,4,,310
113,78,857.144,905.127,4,I,310
118,79,862.036,905.717,4,I,310
123,80,866.282,906.112,4,I,310
128,81,869.462,905.76,4,I,310
3,56,705.99,857.392,4,,311
8,57,690.133,869.253,4,I,311
13,58,693.111,880.393,4,I,311
18,59,703.486,878.812,4,I,311
23,60,706.467,863.118,4,I,311
28,61,716.581,857.96,4,I,311
33,62,728.336,862.916,4,I,311
38,63,732.37,860.356,4,I,311
43,64,735.412,849.492,4,I,311
48,65,733.58,839.877,4,,311
53,66,731.715,834.152,4,I,311
58,67,732.644,832.811,4,I,311
63,68,730.736,835.502,4,,311
68,69,728.987,839.658,4,,311
73,70,736.666,845.989,4,I,311
78,71,748.715,850.847,4,I,311
83,72,762.56,853.693,4,I,311
88,73,772.498,854.292,4,I,311
93,74,777.925,856.544,4,I,311
98,75,785.885,858.72,4,I,311
103,76,792.643,856.16,4,I,311
108,77,790.009,855.843,7,,311
4,78,2.27643,927.127,4,I,312
9,79,4.1098,930.08,4,I,312
14,80,6.50466,938.759,4,I,312
19,81,4.88846,942.063,4,I,312
24,82,5.88423,949.893,4,I,312
29,83,0.296595,951.774,11,,312
2,89,264.662,1031.74,4,I,313
7,90,257.837,1036.01,4,I,313
12,91,256.217,1036.93,4,I,313
17,92,255.775,1035.46,4,I,313
22,93,253.89,1035.06,4,I,313
27,94,252.527,1035.99,4,I,313
32,95,251.457,1036.48,4,I,313
37,96,249.879,1035.75,4,I,313
42,97,246.804,1036.44,4,I,313
47,98,242.919,1037.67,4,I,313
52,99,239.902,1038.35,4,,313
2,89,278.098,1039.4,4,,314
4,87,497.39,674.161,4,,315
9,88,519.338,681.872,4,,315
14,89,531.408,676.492,4,I,315
19,90,537.985,668.905,4,I,315
24,91,545.524,665.239,4,I,315
29,92,549.887,661.704,4,,315
34,93,555.819,653.992,4,,315
39,94,561.093,648.513,4,I,315
44,95,562.553,646.164,4,I,315
49,96,566.484,646.443,4,I,315
54,97,569.25,647.808,4,I,315
59,98,574.967,652.049,4,I,315
64,99,579.525,657.337,4,I,315
69,100,582.434,664.793,4,I,315
74,101,582.716,671.363,4,I,315
79,102,580.738,677.087,4,I,315
84,103,578.448,685.405,4,I,315
89,104,575.785,692.5,4,I,315
94,105,570.972,698.656,4,I,315
99,106,568.573,699.964,4,,315
104,107,566.2,701.447,4,,315
109,108,563.878,705.473,4,I,315
114,109,559.381,710.02,4,I,315
119,110,549.758,715.959,4,I,315
124,111,540.1,720.726,4,,315
129,112,536.467,723.796,4,I,315
134,113,532.425,731.01,4,I,315
139,114,531.328,738.303,4,I,315
144,115,527.189,743.173,4,I,315
149,116,525.511,746.124,4,I,315
154,117,519.048,747.355,4,I,315
159,118,512.813,742.378,4,,315
164,119,506.584,739.115,4,,315
169,120,502.729,737.632,4,,315
174,121,498.873,736.149,4,,315
179,122,492.331,733.117,4,I,315
184,123,485.651,722.319,4,I,315
189,124,480.361,713.73,4,I,315
194,125,473.03,704.215,4,I,315
199,126,465.836,695.343,4,I,315
204,127,460.612,688.397,4,,315
209,128,456.781,683.169,4,I,315
214,129,447.417,682.411,4,I,315
219,130,440.505,686.235,4,I,315
224,131,437.478,686.914,4,,315
229,132,434.646,682.189,4,I,315
234,133,430.22,684.549,4,I,315
239,134,426.8,687.804,4,,315
244,135,428.283,692.846,7,,315
4,87,491.279,686.679,4,I,316
9,88,502.264,694.591,4,I,316
14,89,501.86,705.256,4,I,316
19,90,491.255,712.808,4,I,316
